regionid,regiontype,relativesignificance,subclass,regionname,regionnamelong,parentregionid
553248621532863856,Point of Interest,,,Chain Lakes Provincial Park,"Chain Lakes Provincial Park, Alberta, Canada",11111
553248621532863857,Point of Interest,,,Bar U Ranch National Historic Site,"Bar U Ranch National Historic Site, Alberta, Canada",11111
553248621532863883,Point of Interest,,,Spirit Island,"Spirit Island, Alberta, Canada",11111
553248621532864068,Point of Interest,,,Maligne Lake,"Maligne Lake, Canadian Rockies, Canada",11111
553248621532864070,Point of Interest,,,Polar Circus,"Polar Circus, Alberta, Canada",11111
553248621532864118,Point of Interest,,,William A. Switzer Provincial Park,"William A. Switzer Provincial Park, Alberta, Canada",11111
553248621532864349,Point of Interest,,,Alberta Springs Golf Resort,"Alberta Springs Golf Resort, Alberta, Canada",11111
553248621532864479,Point of Interest,,,Ironhead Golf Course,"Ironhead Golf Course, Alberta, Canada",11111
553248621532864563,Point of Interest,,,Victoria Settlement Provincial Historic Site,"Victoria Settlement Provincial Historic Site, Alberta, Canada",11111
553248621533087403,Point of Interest,,,Peyto Lake,"Peyto Lake, Alberta, Canada",11111
553248621533087404,Point of Interest,,,Columbia Icefield,"Columbia Icefield, Alberta, Canada",11111
553248621533087412,Point of Interest,,,The Weeping Wall,"The Weeping Wall, Alberta, Canada",11111
553248621533087580,Point of Interest,,regional,Waterton Lakes National Park,"Waterton Lakes National Park, Alberta, Canada",11111
553248621562267162,Point of Interest,,,Stephansson House Provincial Historic Site,"Stephansson House Provincial Historic Site, Alberta, Canada",11111
553248621562267191,Point of Interest,,,Pine Lake,"Pine Lake, Pine Lake, Canada",11111
553248621562267241,Point of Interest,,,Sturgeon Valley Golf Course,"Sturgeon Valley Golf Course, Alberta, Canada",11111
553248621562267434,Point of Interest,,,Big Knife Provincial Park,"Big Knife Provincial Park, Alberta, Canada",11111
553248621562267469,Point of Interest,,,Gooseberry Lake Provincial Park,"Gooseberry Lake Provincial Park, Consort, Alberta, Canada",11111
553248621563219447,Point of Interest,,,Paradise Triple Chair,"Paradise Triple Chair, Alberta, Canada",11111
553248621563587041,Point of Interest,,,St. Norbert's Roman Catholic Church,"St. Norbert's Roman Catholic Church, Bodo, Alberta, Canada",11111
553248621565224214,Point of Interest,,,Panther Falls,"Panther Falls, Division No. 15, Alberta, Canada",11111
553248621566661419,Point of Interest,,,Kinbrook Island Provincial Park,"Kinbrook Island Provincial Park, Rainier, Alberta, Canada",11111
553248621584952179,Point of Interest,,,Smoky Lake Golf Course,"Smoky Lake Golf Course, Smoky Lake, Alberta, Canada",11111
553248621584952181,Point of Interest,,,Bellis Lake Natural Area,"Bellis Lake Natural Area, Bellis, Alberta, Canada",11111
553248621592517802,Point of Interest,,,James Lake,"James Lake, Red Deer River Crossing, Alberta, Canada",11111
553248621594280494,Point of Interest,,,Lakeland Provincial Recreation Area,"Lakeland Provincial Recreation Area, Alberta, Canada",11111
553248621594280495,Point of Interest,,,Fork Lake,"Fork Lake, Lac La Biche, Alberta, Canada",11111
553248621594534864,Point of Interest,,,Bashaw Golf and Country Club,"Bashaw Golf and Country Club, Alberta, Canada",11111
553248622006537145,Point of Interest,,,Consort Golf Course,"Consort Golf Course, Consort, Alberta, Canada",11111
553248622108377614,Point of Interest,,,Tooth of the Dog Pound Creek Golf Course,"Tooth of the Dog Pound Creek Golf Course, Cremona, Alberta, Canada",11111
553248622748120206,Point of Interest,,,Servus Credit Union Sportsplex,"Servus Credit Union Sportsplex, Alberta, Canada",11111
553248625401630389,Point of Interest,,,Fish Lake,"Fish Lake, Alberta, Canada",11111
553248633028363728,Point of Interest,,,Elk Point Golf & Country Club,"Elk Point Golf & Country Club, Alberta, Canada",11111
553248633900876813,Point of Interest,,,Paintearth Coulee Badlands,"Paintearth Coulee Badlands, Alberta, Canada",11111
553248634219117952,Point of Interest,,regional,Crimson Lake Provincial Park,"Crimson Lake Provincial Park, Rocky Mountain House, Alberta, Canada",11111
553248635822547174,Point of Interest,,,Beauvais Lake Provincial Park,"Beauvais Lake Provincial Park, Alberta, Canada",11111
553248635940432994,Point of Interest,,,Ya Ha Tinda Ranch,"Ya Ha Tinda Ranch, Alberta, Canada",11111
553248635940433784,Point of Interest,,,Fallentimber Meadery,"Fallentimber Meadery, Alberta, Canada",11111
553248635974599738,Point of Interest,,regional,Writing-on-Stone Provincial Park,"Writing-on-Stone Provincial Park, Alberta, Canada",11111
6285242,Province (State),,regional,Saanich,"Saanich, British Columbia, Canada",11117
6055439,High Level Region,,,Okanagan Valley,"Okanagan Valley, British Columbia, Canada",11117
6058289,High Level Region,,,Cariboo Chilcotin Coast,"Cariboo Chilcotin Coast, British Columbia, Canada",11117
6058311,High Level Region,,,Kootenay Rockies,"Kootenay Rockies, British Columbia, Canada",11117
6058317,High Level Region,,,Lake Windermere (and vicinity),"Lake Windermere (and vicinity), British Columbia, Canada",11117
6058321,High Level Region,,,Thompson Okanagan,"Thompson Okanagan, British Columbia, Canada",11117
6058387,High Level Region,,,Vancouver Island,"Vancouver Island, British Columbia, Canada",11117
6058407,High Level Region,,,Vancouver Coast,"Vancouver Coast, British Columbia, Canada",11117
6095019,High Level Region,,,Sunshine Coast,"Sunshine Coast, British Columbia, Canada",11117
6139237,High Level Region,,,Gulf Islands,"Gulf Islands, British Columbia, Canada",11117
6134889,City,,,Big Bay,"Big Bay, British Columbia, Canada",11117
6139238,High Level Region,,,Discovery Islands,"Discovery Islands, British Columbia, Canada",11117
6209832,High Level Region,,,Prairies,"Prairies, British Columbia, Canada",11117
6233670,High Level Region,,,British Columbia Interior,"British Columbia Interior, British Columbia, Canada",11117
3000651865,High Level Region,,,Okanagan-Similkameen,"Okanagan-Similkameen, British Columbia, Canada",11117
3000655577,High Level Region,,,Columbia Valley,"Columbia Valley, British Columbia, Canada",11117
3000655608,High Level Region,,,Sea to Sky Highway,"Sea to Sky Highway, British Columbia, Canada",11117
553248635921417622,High Level Region,,,Cowichan Valley,"Cowichan Valley, British Columbia, Canada",11117
553248635921429120,High Level Region,,,Comox Valley,"Comox Valley, British Columbia, Canada",11117
3908,Multi-City (Vicinity),,,Nanaimo (and vicinity),"Nanaimo (and vicinity), British Columbia, Canada",11117
3979,Multi-City (Vicinity),,,Kamloops (and vicinity),"Kamloops (and vicinity), British Columbia, Canada",11117
57378,Multi-City (Vicinity),,,Fort St. John (and vicinity),"Fort St. John (and vicinity), British Columbia, Canada",11117
178315,Multi-City (Vicinity),,,Vancouver (and vicinity),"Vancouver (and vicinity), British Columbia, Canada",11117
6058290,Multi-City (Vicinity),,,100 Mile House (and vicinity),"100 Mile House (and vicinity), British Columbia, Canada",11117
6058314,Multi-City (Vicinity),,,Castlegar (and vicinity),"Castlegar (and vicinity), British Columbia, Canada",11117
6058315,Multi-City (Vicinity),,,Cranbrook (and vicinity),"Cranbrook (and vicinity), British Columbia, Canada",11117
6058316,Multi-City (Vicinity),,,Golden (and vicinity),"Golden (and vicinity), British Columbia, Canada",11117
6058388,Multi-City (Vicinity),,,Duncan (and vicinity),"Duncan (and vicinity), British Columbia, Canada",11117
6058408,Multi-City (Vicinity),,,Chilliwack (and vicinity),"Chilliwack (and vicinity), British Columbia, Canada",11117
6094955,Multi-City (Vicinity),,,Tofino (and vicinity),"Tofino (and vicinity), British Columbia, Canada",11117
6138739,Multi-City (Vicinity),,,Telkwa (and vicinity),"Telkwa (and vicinity), British Columbia, Canada",11117
6138741,Multi-City (Vicinity),,,Salmon Arm (and vicinity),"Salmon Arm (and vicinity), British Columbia, Canada",11117
6139224,Multi-City (Vicinity),,,Clearwater (and vicinity),"Clearwater (and vicinity), British Columbia, Canada",11117
6139230,Multi-City (Vicinity),,,Valemount (and vicinity),"Valemount (and vicinity), British Columbia, Canada",11117
2930,City,,,Bella Coola,"Bella Coola, British Columbia, Canada",11117
3878,City,,,Anahim Lake,"Anahim Lake, British Columbia, Canada",11117
3884,City,,,Alert Bay,"Alert Bay, British Columbia, Canada",11117
3922,City,,,Dease Lake,"Dease Lake, British Columbia, Canada",11117
3947,City,,,Greenway Sound,"Greenway Sound, British Columbia, Canada",11117
3968,City,,,Sechelt,"Sechelt, British Columbia, Canada",11117
3987,City,,,Klemtu,"Klemtu, British Columbia, Canada",11117
3997,City,,,Kelowna,"Kelowna, British Columbia, Canada",11117
4004,City,,,Port McNeill,"Port McNeill, British Columbia, Canada",11117
4031,City,,,Port Simpson,"Port Simpson, British Columbia, Canada",11117
4038,City,,,Prince Rupert,"Prince Rupert, British Columbia, Canada",11117
4040,City,,,Powell River,"Powell River, British Columbia, Canada",11117
4052,City,,,Comox,"Comox, British Columbia, Canada",11117
4058,City,,,Quesnel,"Quesnel, British Columbia, Canada",11117
4061,City,,,Dean River,"Dean River, British Columbia, Canada",11117
4066,City,,,Rivers Inlet,"Rivers Inlet, British Columbia, Canada",11117
4067,City,,,Stuart Island,"Stuart Island, British Columbia, Canada",11117
4083,City,,,Hartley Bay,"Hartley Bay, British Columbia, Canada",11117
4086,City,,,Sullivan Bay,"Sullivan Bay, British Columbia, Canada",11117
4115,City,,,Whistler,"Whistler, British Columbia, Canada",11117
4125,City,,,Prince George,"Prince George, British Columbia, Canada",11117
4126,City,,,Terrace,"Terrace, British Columbia, Canada",11117
4134,City,,,Fort Nelson,"Fort Nelson, British Columbia, Canada",11117
4135,City,,,Penticton,"Penticton, British Columbia, Canada",11117
4148,City,,,Sandspit,"Sandspit, British Columbia, Canada",11117
4151,City,,,Port Hardy,"Port Hardy, British Columbia, Canada",11117
4166,City,,,Bella Bella,"Bella Bella, British Columbia, Canada",11117
4184,City,,,Masset,"Masset, British Columbia, Canada",11117
4190,City,,,Queen Charlotte,"Queen Charlotte, British Columbia, Canada",11117
9418,City,,,Princeton,"Princeton, British Columbia, Canada",11117
10552,City,,,Bamfield,"Bamfield, British Columbia, Canada",11117
10557,City,,,Courtenay,"Courtenay, British Columbia, Canada",11117
10607,City,,,Revelstoke,"Revelstoke, British Columbia, Canada",11117
10617,City,,,Telegraph Creek,"Telegraph Creek, British Columbia, Canada",11117
10619,City,,,Vernon,"Vernon, British Columbia, Canada",11117
10675,City,,,Grand Forks,"Grand Forks, British Columbia, Canada",11117
10680,City,,,Namu,"Namu, British Columbia, Canada",11117
10681,City,,,Ocean Falls,"Ocean Falls, British Columbia, Canada",11117
10684,City,,,Stewart,"Stewart, British Columbia, Canada",11117
10773,City,,,Invermere,"Invermere, British Columbia, Canada",11117
55313,City,,,Gibsons,"Gibsons, British Columbia, Canada",11117
55502,City,,,Garibaldi,"Garibaldi, British Columbia, Canada",11117
56834,City,,,Bednesti,"Bednesti, British Columbia, Canada",11117
57021,City,,,Radium Hot Springs,"Radium Hot Springs, British Columbia, Canada",11117
57087,City,,,Tahsis,"Tahsis, British Columbia, Canada",11117
57119,City,,,Slocan,"Slocan, British Columbia, Canada",11117
57128,City,,,Nakusp,"Nakusp, British Columbia, Canada",11117
57377,City,,,Squamish,"Squamish, British Columbia, Canada",11117
177441,City,,,Ainsworth Hot Springs,"Ainsworth Hot Springs, British Columbia, Canada",11117
177749,City,,,Gold River,"Gold River, British Columbia, Canada",11117
181035,City,,,Halfmoon Bay,"Halfmoon Bay, British Columbia, Canada",11117
181757,City,,,70 Mile House,"70 Mile House, British Columbia, Canada",11117
181762,City,,,Fairmont Hot Springs,"Fairmont Hot Springs, British Columbia, Canada",11117
181767,City,,,Fraser Lake,"Fraser Lake, British Columbia, Canada",11117
181768,City,,,Gabriola Island,"Gabriola Island, British Columbia, Canada",11117
181769,City,,,Galiano,"Galiano, British Columbia, Canada",11117
181771,City,,,Gold Bridge,"Gold Bridge, British Columbia, Canada",11117
181775,City,,,Manning Park,"Manning Park, British Columbia, Canada",11117
181776,City,,,Mayne Island,"Mayne Island, British Columbia, Canada",11117
181780,City,,,Naramata,"Naramata, British Columbia, Canada",11117
181781,City,,,Oliver,"Oliver, British Columbia, Canada",11117
181782,City,,,Osoyoos,"Osoyoos, British Columbia, Canada",11117
181783,City,,,Panorama,"Panorama, British Columbia, Canada",11117
181784,City,,,Peachland,"Peachland, British Columbia, Canada",11117
181785,City,,,Quadra Island,"Quadra Island, British Columbia, Canada",11117
181790,City,,,Summerland,"Summerland, British Columbia, Canada",11117
181793,City,,,Wells,"Wells, British Columbia, Canada",11117
500523,City,,,West Kelowna,"West Kelowna, British Columbia, Canada",11117
601138,City,,,Windermere,"Windermere, British Columbia, Canada",11117
601380,City,,,Pender Island,"Pender Island, British Columbia, Canada",11117
601381,City,,,Salt Spring Island,"Salt Spring Island, British Columbia, Canada",11117
6023568,City,,,Barkerville,"Barkerville, British Columbia, Canada",11117
6023569,City,,,Brackendale,"Brackendale, British Columbia, Canada",11117
6023570,City,,,Burns Lake,"Burns Lake, British Columbia, Canada",11117
6035104,City,,,Pemberton,"Pemberton, British Columbia, Canada",11117
6046691,City,,,Quathiaski Cove,"Quathiaski Cove, British Columbia, Canada",11117
6047865,City,,,Hagensborg,"Hagensborg, British Columbia, Canada",11117
6057489,City,,,South Fintry,"South Fintry, British Columbia, Canada",11117
6058391,City,,,Campbell River,"Campbell River, British Columbia, Canada",11117
6070417,City,,,Madeira Park,"Madeira Park, British Columbia, Canada",11117
6085272,City,,,Lake Country,"Lake Country, British Columbia, Canada",11117
6123763,City,,,Sonora Island,"Sonora Island, British Columbia, Canada",11117
6124914,City,,,Lund,"Lund, British Columbia, Canada",11117
6126884,City,,,Keremeos,"Keremeos, British Columbia, Canada",11117
6127564,City,,,Lillooet,"Lillooet, British Columbia, Canada",11117
6129481,City,,,Kleena Kleene,"Kleena Kleene, British Columbia, Canada",11117
6134885,City,,,Refuge Cove,"Refuge Cove, British Columbia, Canada",11117
6144979,City,,,Crawford Bay,"Crawford Bay, British Columbia, Canada",11117
6145345,City,,,Okanagan Falls,"Okanagan Falls, British Columbia, Canada",11117
6155857,City,,,Birken,"Birken, British Columbia, Canada",11117
6155858,City,,,Egmont,"Egmont, British Columbia, Canada",11117
6155863,City,,,Roberts Creek,"Roberts Creek, British Columbia, Canada",11117
6195577,City,,,Christina Lake,"Christina Lake, British Columbia, Canada",11117
6222140,City,,,Cumberland,"Cumberland, British Columbia, Canada",11117
6222141,City,,,Fanny Bay,"Fanny Bay, British Columbia, Canada",11117
6222142,City,,,Union Bay,"Union Bay, British Columbia, Canada",11117
6222146,City,,,Denman Island,"Denman Island, British Columbia, Canada",11117
6223451,City,,,Fort St. James,"Fort St. James, British Columbia, Canada",11117
6228984,City,,,Furry Creek,"Furry Creek, British Columbia, Canada",11117
6229018,City,,,Saturna Island,"Saturna Island, British Columbia, Canada",11117
6245805,City,,,Brisco,"Brisco, British Columbia, Canada",11117
6271704,City,,,Greenwood,"Greenwood, British Columbia, Canada",11117
6271706,City,,,Lumby,"Lumby, British Columbia, Canada",11117
6286041,City,,,Hornby Island,"Hornby Island, British Columbia, Canada",11117
6287500,City,,,Vavenby,"Vavenby, British Columbia, Canada",11117
6287527,City,,,Lytton,"Lytton, British Columbia, Canada",11117
6287530,City,,,Boston Bar,"Boston Bar, British Columbia, Canada",11117
6288031,City,,,Vananda,"Vananda, British Columbia, Canada",11117
6288188,City,,,Lake Cowichan,"Lake Cowichan, British Columbia, Canada",11117
6288191,City,,,Zeballos,"Zeballos, British Columbia, Canada",11117
6288192,City,,,Sayward,"Sayward, British Columbia, Canada",11117
6293805,City,,,Sointula,"Sointula, British Columbia, Canada",11117
6293806,City,,,Likely,"Likely, British Columbia, Canada",11117
6294182,City,,,Beaver Cove,"Beaver Cove, British Columbia, Canada",11117
6294207,City,,,Cape Scott,"Cape Scott, British Columbia, Canada",11117
6294216,City,,,Black Creek,"Black Creek, British Columbia, Canada",11117
6296679,City,,,Wallace Island,"Wallace Island, British Columbia, Canada",11117
6296887,City,,,Bloedel,"Bloedel, British Columbia, Canada",11117
6297301,City,,,Garden Bay,"Garden Bay, British Columbia, Canada",11117
6297302,City,,,Brew Bay,"Brew Bay, British Columbia, Canada",11117
3000384749,City,,,Cariboo,"Cariboo, British Columbia, Canada",11117
6297626,City,,,Skookumchuck,"Skookumchuck, British Columbia, Canada",11117
6297638,City,,,Malakwa,"Malakwa, British Columbia, Canada",11117
6297644,City,,,Cherryville,"Cherryville, British Columbia, Canada",11117
6298497,City,,,Mount Currie,"Mount Currie, British Columbia, Canada",11117
6304395,City,,,Britannia Beach,"Britannia Beach, British Columbia, Canada",11117
6305829,City,,,Carrs Landing,"Carrs Landing, British Columbia, Canada",11117
6305987,City,,,Hanceville,"Hanceville, British Columbia, Canada",11117
6306089,City,,,Pemberton Meadows,"Pemberton Meadows, British Columbia, Canada",11117
6306096,City,,,Pavilion,"Pavilion, British Columbia, Canada",11117
6310086,City,,,Avola,"Avola, British Columbia, Canada",11117
6310089,City,,,Tatlayoko Lake,"Tatlayoko Lake, British Columbia, Canada",11117
6310092,City,,,Atnarko,"Atnarko, British Columbia, Canada",11117
6333027,City,,,Kitimat,"Kitimat, British Columbia, Canada",11117
6336112,City,,,New Denver,"New Denver, British Columbia, Canada",11117
6336501,City,,,Fraser,"Fraser, British Columbia, Canada",11117
6336999,City,,,Vanderhoof,"Vanderhoof, British Columbia, Canada",11117
